CustomerID,DaysSinceLastPurchase,TotalTransactions,TotalProductsPurchased,TotalSpend,UniqueProductsPurchased,Is_UK,AverageTransactionValue
12662.0,0,11,1977,3379.38,121,0,307.21636363636367
12664.0,87,2,66,85.5,5,0,42.75
12665.0,324,1,36,45.0,2,0,45.0
12667.0,58,1,373,432.23,30,0,432.23
12668.0,11,4,1511,3033.35,107,0,758.3375
12669.0,150,2,1051,1366.53,91,0,683.265
12670.0,10,5,1365,2636.95,55,0,527.39
12672.0,329,1,68,206.39999999999998,9,0,206.39999999999998
12673.0,5,2,305,505.62,34,0,252.81
12674.0,38,4,1110,1778.2,50,0,444.55
12676.0,24,6,618,842.69,29,0,140.44833333333335
12679.0,58,4,525,868.02,38,0,217.005
12680.0,0,4,439,790.81,32,0,197.7025
12684.0,7,6,1973,2073.63,59,0,345.605
12685.0,28,6,1409,2407.37,108,0,401.2283333333333
12689.0,25,2,588,1098.41,53,0,549.205
12690.0,205,1,103,335.01,15,0,335.01
12691.0,28,5,388,927.8,20,0,185.56
12693.0,127,4,217,656.29,30,0,164.0725
12694.0,70,2,503,761.67,31,0,380.835
12695.0,7,4,213,547.15,21,0,136.7875
12697.0,28,3,503,757.59,36,0,252.53
12701.0,79,2,662,721.03,48,0,360.515
12702.0,19,1,46,183.3,10,0,183.3
12703.0,71,1,163,265.55,20,0,265.55
12704.0,7,8,831,1487.09,51,0,185.88625
12707.0,291,1,256,603.42,33,0,603.42
12708.0,32,9,1231,2294.41,79,0,254.93444444444444
12710.0,96,3,834,973.72,71,0,324.5733333333333
12712.0,28,13,808,2787.05,51,0,214.38846153846154
12713.0,0,1,481,694.9499999999999,34,0,694.9499999999999
12715.0,106,1,180,242.56,18,0,242.56
12716.0,3,2,673,933.19,57,0,466.595
12717.0,151,2,494,815.38,47,0,407.69
12718.0,71,1,186,169.4,16,0,169.4
12719.0,5,2,342,511.35,30,0,255.675
12721.0,31,6,1680,2128.44,119,0,354.74
12722.0,85,4,494,860.35,45,0,215.0875
12723.0,3,5,421,697.59,51,0,139.518
12724.0,5,4,425,886.01,44,0,221.5025
12725.0,371,1,117,175.95000000000002,12,0,175.95000000000002
12726.0,28,7,3132,2411.1,56,0,344.4428571428571
12727.0,10,7,1931,2960.15,99,0,422.87857142857143
12728.0,71,4,383,650.63,33,0,162.6575
12729.0,113,1,231,417.01,25,0,417.01
12732.0,179,1,110,218.26000000000002,11,0,218.26000000000002
12733.0,234,1,133,362.15,21,0,362.15
12734.0,352,1,48,93.6,2,0,93.6
12735.0,315,2,357,676.97,36,0,338.485
12736.0,332,1,168,144.0,3,0,144.0
12738.0,372,1,147,137.35,10,0,137.35
12739.0,99,1,485,975.54,37,0,975.54
12740.0,63,1,342,427.6,27,0,427.6
12743.0,134,2,294,494.54,96,0,247.27
12747.0,2,11,1029,3569.41,34,1,324.4918181818182
12749.0,3,5,1432,3962.18,153,1,792.4359999999999
12750.0,128,1,100,224.7,13,0,224.7
12756.0,86,1,144,112.07999999999998,4,0,112.07999999999998
12759.0,52,3,834,1243.44,74,0,414.48
12762.0,7,2,1220,1702.52,61,0,851.26
12763.0,138,2,304,483.88,15,0,241.94
12772.0,59,1,494,673.97,50,0,673.97
12775.0,17,5,746,1061.64,41,0,212.32800000000003
12778.0,19,6,790,642.26,35,0,107.04333333333334
12779.0,37,8,1968,3902.36,83,0,487.795
12781.0,63,2,598,664.58,21,0,332.29
12782.0,4,5,951,1662.77,71,0,332.554
12783.0,2,4,555,1194.59,68,0,298.6475
12784.0,15,1,277,475.57,52,0,475.57
12785.0,364,1,119,236.45,12,0,236.45
12787.0,9,3,254,401.66,15,0,133.88666666666668
12789.0,65,1,2,59.900000000000006,2,0,59.900000000000006
12790.0,192,1,164,294.92,20,0,294.92
12791.0,373,1,96,177.60000000000002,1,0,177.60000000000002
12792.0,256,1,215,344.53999999999996,24,0,344.53999999999996
12793.0,334,2,292,461.48,20,0,230.74
12794.0,53,2,474,706.2,33,0,353.1
12795.0,18,1,60,303.48,12,0,303.48
12797.0,365,1,105,154.63,10,0,154.63
12802.0,186,1,282,341.84000000000003,21,0,341.84000000000003
12808.0,36,3,187,455.65000000000003,26,0,151.88333333333335
12809.0,177,1,207,396.81,23,0,396.81
12811.0,261,2,209,409.35,23,0,204.675
12812.0,44,1,164,229.64000000000001,15,0,229.64000000000001
12814.0,101,1,48,85.92,1,0,85.92
12815.0,147,2,344,639.36,31,0,319.68
12816.0,95,2,121,394.40000000000003,24,0,197.20000000000002
12817.0,281,1,52,126.03999999999999,3,0,126.03999999999999
12820.0,3,4,716,924.64,54,1,231.16
12821.0,214,1,70,92.72,6,1,92.72
12822.0,70,2,550,948.88,41,1,474.44
12823.0,74,5,230,1759.5,1,1,351.9
12824.0,59,1,220,386.92,24,1,386.92
12826.0,2,7,985,1404.22,55,1,200.60285714285715
12827.0,5,3,159,375.05,15,1,125.01666666666667
12828.0,2,6,461,914.16,40,1,152.35999999999999
12829.0,336,2,376,293.0,9,1,146.5
12831.0,262,1,63,150.25,7,1,150.25
12832.0,32,2,155,300.83,21,1,150.415
12833.0,145,1,129,390.95,22,1,390.95
12834.0,282,1,110,312.38,18,1,312.38
12836.0,59,4,941,2327.67,135,1,581.9175
12837.0,173,1,24,134.1,12,1,134.1
12838.0,33,2,337,625.78,107,1,312.89
12839.0,2,14,3567,5127.22,87,1,366.23
12840.0,143,4,1451,2625.07,62,1,656.2675
12841.0,4,25,2637,3762.19,210,1,150.48760000000001
12842.0,70,2,512,1021.04,32,1,510.52
12843.0,65,8,657,1336.48,56,1,167.06
12844.0,29,2,111,293.12,42,1,146.56
12845.0,267,3,59,139.34,24,1,46.446666666666665
12847.0,22,1,781,750.04,59,1,750.04
12849.0,31,2,491,894.1899999999999,41,1,447.09499999999997
12851.0,96,1,104,121.44,41,1,121.44
12852.0,294,1,149,311.55,17,1,311.55
12853.0,134,6,790,1936.3,65,1,322.71666666666664
12854.0,78,3,565,1115.28,85,1,371.76
12855.0,372,1,30,38.1,3,1,38.1
12856.0,7,6,1026,2076.28,148,1,346.0466666666667
12857.0,210,2,343,1106.4,37,1,553.2
12863.0,52,1,188,521.2,5,1,521.2
12864.0,138,1,216,147.12,3,1,147.12
12865.0,26,2,889,1490.03,81,0,745.015
12866.0,283,1,146,467.91999999999996,23,0,467.91999999999996
12867.0,26,7,3960,3799.41,221,1,542.7728571428571
12868.0,185,6,836,1497.8200000000002,65,1,249.63666666666668
12871.0,84,2,104,135.84,7,1,67.92
12872.0,326,2,281,511.87,55,1,255.935
12873.0,282,1,128,374.0,4,1,374.0
12875.0,143,2,2019,343.2300000000001,1,1,171.61500000000004
12876.0,57,2,1758,1867.46,56,0,933.73
12877.0,3,12,1060,1213.27,92,1,101.10583333333334
12878.0,236,2,513,786.79,33,1,393.395
12879.0,44,3,370,573.22,7,1,191.07333333333335
12881.0,275,1,21,298.0,7,1,298.0
12882.0,9,2,236,1392.24,11,1,696.12
12883.0,24,4,192,686.47,38,1,171.6175
12884.0,88,1,33,288.25,6,1,288.25
12885.0,63,3,655,1175.22,66,1,391.74
12886.0,67,2,764,1360.7,74,1,680.35
12888.0,214,2,66,247.62,3,1,123.81
12890.0,24,1,253,369.57,76,1,369.57
12891.0,185,3,950,331.0,2,1,110.33333333333333
12893.0,30,1,83,168.26,25,1,168.26
12895.0,42,2,202,338.8,20,1,169.4
12897.0,204,2,110,216.5,3,1,108.25
12902.0,264,1,66,138.68,10,1,138.68
12904.0,18,2,281,471.63,55,1,235.815
12906.0,11,5,1749,2919.81,55,1,583.962
12908.0,176,2,1200,750.0,1,1,375.0
12909.0,39,5,1096,1884.45,68,1,376.89
12910.0,23,8,1690,3066.54,47,1,383.3175
12912.0,2,5,670,1662.3,17,1,332.46
12913.0,4,5,1376,2327.88,32,1,465.576
12915.0,148,2,58,280.2,14,1,140.1
12916.0,138,4,875,2489.45,47,1,622.3625
12919.0,8,6,661,1320.19,33,1,220.03166666666667
12920.0,17,1,127,159.83,26,1,159.83
12922.0,161,1,360,352.88,25,1,352.88
12923.0,64,1,62,155.62,25,1,155.62
12924.0,88,4,480,925.75,21,1,231.4375
12925.0,4,2,530,658.25,40,1,329.125
12928.0,35,5,1392,1872.5,53,1,374.5
12929.0,311,1,37,117.85,8,1,117.85
12930.0,78,2,192,364.32,17,1,182.16
12933.0,24,3,475,551.75,93,1,183.91666666666666
12935.0,2,7,1753,2036.0,76,1,290.85714285714283
12936.0,17,4,558,1061.8,55,1,265.45
12937.0,15,4,890,1200.59,71,1,300.1475
12938.0,25,1,134,96.44,8,1,96.44
12939.0,64,8,3804,8410.12,15,1,1051.265
12940.0,54,2,380,845.89,78,1,422.945
12942.0,131,3,193,668.01,65,1,222.67
12944.0,35,2,289,604.51,29,1,302.255
12945.0,288,1,137,386.35,19,1,386.35
12947.0,143,6,1103,1537.39,79,1,256.2316666666667
12948.0,16,7,983,2005.73,78,1,286.53285714285715
12949.0,30,8,2283,3951.32,161,1,493.915
12950.0,2,3,1202,1560.8,10,1,520.2666666666667
12951.0,8,6,481,1010.1700000000001,49,1,168.36166666666668
12952.0,5,4,627,1327.69,61,1,331.9225
12953.0,9,1,54,246.15,13,1,246.15
12955.0,1,11,3616,4697.16,79,1,427.01454545454544
12956.0,306,1,30,94.67,15,1,94.67
12957.0,9,8,2406,3826.59,197,1,478.32375
12962.0,7,2,125,251.39000000000001,14,1,125.69500000000001
12963.0,8,8,856,1778.48,71,1,222.31
12965.0,89,1,266,742.53,104,1,742.53
12966.0,9,1,71,141.58,9,1,141.58
12968.0,112,1,49,101.14999999999999,4,1,101.14999999999999
12970.0,7,4,251,357.5,111,1,89.375
12974.0,197,1,15,91.25,6,1,91.25
12976.0,211,1,528,712.5,20,1,712.5
12977.0,156,1,6,36.9,6,1,36.9
12980.0,176,4,372,1045.08,2,1,261.27
12981.0,29,2,242,372.21999999999997,12,1,186.10999999999999
12982.0,242,1,243,320.27,22,1,320.27
12984.0,18,1,26,97.5,4,1,97.5
12985.0,0,2,1471,1160.6,68,1,580.3
12987.0,73,2,219,558.7,27,1,279.35
12988.0,292,1,82,292.32,50,1,292.32
12989.0,3,15,2943,6924.110000000001,41,1,461.6073333333334
12990.0,31,3,60,123.5,5,1,41.166666666666664
12991.0,23,2,405,503.76,31,1,251.88
12993.0,23,4,227,361.81,23,1,90.4525
12994.0,4,3,321,878.74,44,1,292.91333333333336
12995.0,85,1,108,211.32,3,1,211.32
12997.0,22,4,584,1085.17,41,1,271.2925
12999.0,196,3,342,455.88,25,1,151.96
13000.0,106,3,361,481.75,29,1,160.58333333333334
13001.0,4,13,5150,8885.33,143,1,683.4869230769231
13002.0,318,1,73,120.94999999999999,7,1,120.94999999999999
13003.0,105,3,100,131.2,3,1,43.73333333333333
13004.0,11,18,4316,4974.99,248,1,276.3883333333333
13005.0,173,2,169,495.85,20,1,247.925
13006.0,56,1,55,81.57,4,1,81.57
13008.0,323,1,175,229.46999999999997,14,1,229.46999999999997
13011.0,372,1,4,15.0,1,1,15.0
13012.0,9,8,814,1629.14,66,1,203.6425
13013.0,1,13,2104,4584.72,145,1,352.6707692307692
13014.0,10,10,831,3264.73,60,1,326.473
13015.0,53,5,1564,3259.09,151,1,651.818
13016.0,73,3,503,759.89,37,1,253.29666666666665
13017.0,7,1,48,204.0,1,1,204.0
13021.0,4,9,1248,2441.2000000000003,98,1,271.24444444444447
13023.0,64,2,280,599.9,35,1,299.95
13026.0,1,5,1380,821.4,26,1,164.28
13028.0,22,2,566,439.42,28,1,219.71
13029.0,30,3,124,1231.0,7,1,410.3333333333333
13030.0,11,2,335,705.89,71,1,352.945
13032.0,52,2,375,1010.18,55,1,505.09
13033.0,357,1,63,151.55,9,1,151.55
13034.0,54,2,369,642.77,37,1,321.385
13035.0,73,2,644,921.88,23,1,460.94
13037.0,138,3,417,846.57,42,1,282.19
13038.0,80,3,360,908.46,24,1,302.82
13040.0,8,2,351,661.99,37,1,330.995
13043.0,273,1,254,516.42,13,1,516.42
13044.0,291,1,429,560.47,33,1,560.47
13045.0,99,1,201,263.68,17,1,263.68
13046.0,30,2,244,594.31,30,1,297.155
13047.0,56,9,1304,3125.79,102,1,347.31
13048.0,14,4,1110,1649.29,70,1,412.3225
13049.0,64,2,268,656.6800000000001,14,1,328.34000000000003
13050.0,14,17,3439,5431.81,220,1,319.5182352941177
13052.0,212,1,197,278.6,16,1,278.6
13055.0,78,3,882,1206.61,73,1,402.2033333333333
13058.0,24,3,34,173.29999999999998,3,1,57.76666666666666
13059.0,249,1,35,183.4,8,1,183.4
13060.0,253,1,96,234.0,12,1,234.0
13061.0,72,1,107,248.61,10,1,248.61
13062.0,191,1,342,331.98,10,1,331.98
13064.0,12,4,408,829.83,43,1,207.4575
13065.0,373,1,68,188.16,13,1,188.16
13066.0,24,2,299,443.81,45,1,221.905
13067.0,82,1,23,87.52,11,1,87.52
13070.0,192,1,70,145.6,6,1,145.6
13072.0,266,1,69,177.15,7,1,177.15
13075.0,129,1,485,919.61,22,1,919.61
13077.0,1,4,614,480.04,77,1,120.01
13079.0,4,5,62,220.10000000000002,2,1,44.02
13080.0,179,1,84,40.92,4,1,40.92
13082.0,126,9,4264,3316.63,62,1,368.51444444444445
13083.0,4,2,187,303.75,15,1,151.875
13085.0,157,2,216,416.08000000000004,17,1,208.04000000000002
13090.0,8,13,2208,8843.56,93,1,680.2738461538461
13091.0,28,1,466,345.82,21,1,345.82
13092.0,70,5,231,448.07,17,1,89.614
13094.0,21,12,1680,1821.1200000000001,3,1,151.76000000000002
13095.0,70,1,144,74.39999999999999,6,1,74.39999999999999
13097.0,32,10,2089,5365.83,195,1,536.583
13099.0,99,1,288,207.35999999999999,1,1,207.35999999999999
13101.0,234,1,113,101.19,8,1,101.19
13102.0,1,24,4138,6229.389999999999,139,1,259.55791666666664
13103.0,39,1,70,228.94,7,1,228.94
13104.0,3,6,504,1098.48,14,1,183.08
13106.0,133,1,18,76.5,1,1,76.5
13107.0,44,4,1293,1531.6200000000001,54,1,382.90500000000003
13108.0,372,1,298,350.06,10,1,350.06
13109.0,59,2,488,743.98,38,1,371.99
13110.0,31,7,325,1309.75,101,1,187.10714285714286
13113.0,0,24,2907,11637.86,86,1,484.91083333333336
13115.0,11,4,1386,2040.88,79,1,510.22
13116.0,138,1,285,483.44,29,1,483.44
13117.0,21,8,661,802.63,51,1,100.32875
13118.0,19,5,390,1124.77,57,1,224.954
13120.0,238,1,12,30.599999999999998,1,1,30.599999999999998
13121.0,269,1,245,270.38,47,1,270.38
13122.0,94,2,547,821.01,48,1,410.505
13124.0,89,3,1899,3504.31,164,1,1168.1033333333332
13126.0,4,8,1761,1684.7,103,1,210.5875
13127.0,77,1,121,226.47,13,1,226.47
13130.0,94,1,32,64.0,2,1,64.0
13131.0,23,3,443,1056.7,29,1,352.23333333333335
13132.0,261,1,20,77.3,3,1,77.3
13133.0,273,2,28,90.0,6,1,45.0
13134.0,85,4,937,1507.08,78,1,376.77
13136.0,56,5,1270,2394.81,88,1,478.962
13137.0,10,8,2127,3404.34,318,1,425.5425
13138.0,22,6,473,962.39,31,1,160.39833333333334
13139.0,16,7,2223,4667.74,129,1,666.8199999999999
13140.0,108,3,172,384.22,37,1,128.07333333333335
13141.0,84,5,1394,2055.15,105,1,411.03000000000003
13142.0,19,1,202,250.39,19,1,250.39
13144.0,332,1,21,110.95,3,1,110.95
13145.0,39,4,145,618.52,5,1,154.63
13146.0,26,1,134,154.31,13,1,154.31
13147.0,10,4,144,712.8000000000001,1,1,178.20000000000002
13148.0,29,12,1740,3337.71,210,1,278.1425
13149.0,14,4,1118,1572.5,67,1,393.125
13151.0,295,1,342,1198.02,70,1,1198.02
13153.0,5,1,258,196.62,12,1,196.62
13155.0,33,4,449,898.46,59,1,224.615
13157.0,49,4,1439,1741.22,69,1,435.305
13158.0,94,4,742,1124.2,55,1,281.05
13159.0,8,4,989,1295.81,102,1,323.9525
13160.0,22,1,56,91.8,4,1,91.8
13161.0,313,1,15,71.45,6,1,71.45
13162.0,122,4,1360,1284.02,56,1,321.005
13165.0,46,2,944,711.28,29,1,355.64
13166.0,283,1,216,417.2,39,1,417.2
13167.0,18,4,646,678.88,44,1,169.72
13168.0,36,4,552,972.9300000000001,84,1,243.23250000000002
13169.0,63,2,272,712.88,11,1,356.44
13170.0,26,1,98,87.72,23,1,87.72
13171.0,21,3,227,463.41,35,1,154.47
13173.0,4,2,171,241.22,29,1,120.61
13174.0,16,3,1221,2486.9,203,1,828.9666666666667
13176.0,46,1,412,376.28999999999996,53,1,376.28999999999996
13177.0,64,1,91,282.45,17,1,282.45
13178.0,26,11,3333,5377.67,87,1,488.8790909090909
13182.0,45,1,176,110.68,10,1,110.68
13183.0,7,9,2184,3932.57,46,1,436.95222222222225
13184.0,14,10,1324,1364.85,106,1,136.48499999999999
13185.0,267,1,12,71.4,1,1,71.4
13186.0,39,3,779,1534.89,66,1,511.63000000000005
13187.0,337,1,89,221.8,32,1,221.8
13188.0,11,1,24,99.60000000000001,1,1,99.60000000000001
13189.0,18,2,704,210.16,24,1,105.08
13192.0,95,2,564,868.74,54,1,434.37
13193.0,61,1,44,109.18,21,1,109.18
13194.0,135,1,26,60.7,3,1,60.7
